"id","code","cnword"
"4673","32568","缸"
"4674","32600","罘"
"4675","32602","罚"
"4676","32653","羍"
"4677","32654","美"
"4678","32655","羏"
"4679","32657","羑"
"4680","32663","羗"
"4681","32702","羾"
"4682","32703","羿"
"4683","32775","耇"
"4684","32777","耉"
"4685","32781","耍"
"4686","32782","耎"
"4687","32783","耏"
"4688","32784","耐"
"4689","32785","耑"
"4690","32788","耔"
"4691","32823","耷"
"4692","32962","胂"
"4693","32963","胃"
"4694","32964","胄"
"4695","32965","胅"
"4696","32966","胆"
"4697","32967","胇"
"4698","32968","胈"
"4699","32969","胉"
"4700","32970","胊"
"4701","32971","胋"
"4702","32972","背"
"4703","32973","胍"
"4704","32974","胎"
"4705","32976","胐"
"4706","32977","胑"
"4707","32978","胒"
"4708","32979","胓"
"4709","32981","胕"
"4710","32982","胖"
"4711","32983","胗"
"4712","32984","胘"
"4713","32985","胙"
"4714","32986","胚"
"4715","32987","胛"
"4716","32988","胜"
"4717","32989","胝"
"4718","32990","胞"
"4719","32991","胟"
"4720","32992","胠"
"4721","32993","胡"
"4722","32994","胢"
"4723","32995","胣"
"4724","32996","胤"
"4725","32997","胥"
"4726","32998","胦"
"4727","32999","胧"
"4728","33000","胨"
"4729","33001","胩"
"4730","33002","胪"
"4731","33003","胫"
"4732","33033","脉"
"4733","33279","臿"
"4734","33281","舁"
"4735","33313","舡"
"4736","33314","舢"
"4737","33315","舣"
"4738","33316","舤"
"4739","33428","芔"
"4740","33544","茈"
"4741","33549","茍"
"4742","33558","茖"
"4743","33559","茗"
"4744","33560","茘"
"4745","33561","茙"
"4746","33563","茛"
"4747","33564","茜"
"4748","33566","茞"
"4749","33567","茟"
"4750","33568","茠"
"4751","33569","茡"
"4752","33570","茢"
"4753","33572","茤"
"4754","33573","茥"
"4755","33574","茦"
"4756","33575","茧"
"4757","33576","茨"
"4758","33577","茩"
"4759","33578","茪"
"4760","33579","茫"
"4761","33580","茬"
"4762","33581","茭"
"4763","33582","茮"
"4764","33583","茯"
"4765","33584","茰"
"4766","33585","茱"
"4767","33586","茲"
"4768","33587","茳"
"4769","33588","茴"
"4770","33589","茵"
"4771","33590","茶"
"4772","33591","茷"
"4773","33592","茸"
"4774","33593","茹"
"4775","33594","茺"
"4776","33596","茼"
"4777","33597","茽"
"4778","33599","茿"
"4779","33600","荀"
"4780","33601","荁"
"4781","33602","荂"
"4782","33603","荃"
"4783","33604","荄"
"4784","33605","荅"
"4785","33606","荆"
"4786","33607","荇"
"4787","33608","荈"
"4788","33609","草"
"4789","33610","荊"
"4790","33611","荋"
"4791","33612","荌"
"4792","33613","荍"
"4793","33614","荎"
"4794","33615","荏"
"4795","33616","荐"
"4796","33617","荑"
"4797","33618","荒"
"4798","33619","荓"
"4799","33620","荔"
"4800","33621","荕"
"4801","33622","荖"
"4802","33623","荗"
"4803","33624","荘"
"4804","33625","荙"
"4805","33626","荚"
"4806","33627","荛"
"4807","33628","荜"
"4808","33629","荝"
"4809","33630","荞"
"4810","33631","荟"
"4811","33632","荠"
"4812","33633","荡"
"4813","33634","荢"
"4814","33635","荣"
"4815","33636","荤"
"4816","33637","荥"
"4817","33638","荦"
"4818","33639","荧"
"4819","33640","荨"
"4820","33641","荩"
"4821","33642","荪"
"4822","33643","荫"
"4823","33644","荬"
"4824","33645","荭"
"4825","33646","荮"
"4826","33647","药"
"4827","33663","荿"
"4828","33682","莒"
"4829","33690","莚"
"4830","33691","莛"
"4831","34384","虐"
"4832","34419","虳"
"4833","34420","虴"
"4834","34421","虵"
"4835","34422","虶"
"4836","34423","虷"
"4837","34424","虸"
"4838","34425","虹"
"4839","34426","虺"
"4840","34427","虻"
"4841","34428","虼"
"4842","34429","虽"
"4843","34430","虾"
"4844","34431","虿"
"4845","34432","蚀"
"4846","34433","蚁"
"4847","34434","蚂"
"4848","34435","蚃"
"4849","34468","蚤"
"4850","34881","衁"
"4851","34882","衂"
"4852","34893","衍"
"4853","34894","衎"
"4854","34925","衭"
"4855","34927","衯"
"4856","34930","衲"
"4857","34931","衳"
"4858","34932","衴"
"4859","34933","衵"
"4860","34934","衶"
"4861","34936","衸"
"4862","34937","衹"
"4863","34939","衻"
"4864","34940","衼"
"4865","34941","衽"
"4866","34943","衿"
"4867","34944","袀"
"4868","34946","袂"
"4869","34948","袄"
"4870","34949","袅"
"4871","34950","袆"
"4872","34951","袇"
"4873","35201","要"
"4874","35212","覌"
"4875","35271","觇"
"4876","35272","览"
"4877","35273","觉"
"4878","35283","觓"
"4879","35284","觔"
"4880","35330","訂"
"4881","35331","訃"
"4882","35332","訄"
"4883","35333","訅"
"4884","35334","訆"
"4885","35335","訇"
"4886","35336","計"
"4887","35818","诪"
"4888","35819","诫"
"4889","35820","诬"
"4890","35821","语"
"4891","35822","诮"
"4892","35823","误"
"4893","35824","诰"
"4894","35825","诱"
"4895","35826","诲"
"4896","35827","诳"
"4897","35828","说"
"4898","35829","诵"
"4899","35830","诶"
"4900","35998","貞"
"4901","35999","貟"
"4902","36000","負"
"4903","36144","贰"
"4904","36145","贱"
"4905","36146","贲"
"4906","36147","贳"
"4907","36148","贴"
"4908","36149","贵"
"4909","36150","贶"
"4910","36151","贷"
"4911","36152","贸"
"4912","36153","费"
"4913","36154","贺"
"4914","36155","贻"
"4915","36210","赲"
"4916","36211","赳"
"4917","36212","赴"
"4918","36213","赵"
"4919","36276","趴"
"4920","36556","軌"
"4921","36557","軍"
"4922","36721","轱"
"4923","36722","轲"
"4924","36723","轳"
"4925","36724","轴"
"4926","36725","轵"
"4927","36726","轶"
"4928","36727","轷"
"4929","36728","轸"
"4930","36729","轹"
"4931","36730","轺"
"4932","36731","轻"
"4933","36852","迴"
"4934","36853","迵"
"4935","36854","迶"
"4936","36855","迷"
"4937","36856","迸"
"4938","36857","迹"
"4939","36858","迺"
"4940","36859","迻"
"4941","36860","迼"
"4942","36861","追"
"4943","36862","迾"
"4944","36863","迿"
"4945","36864","退"
"4946","36865","送"
"4947","36866","适"
"4948","36867","逃"
"4949","36868","逄"
"4950","36869","逅"
"4951","36870","逆"
"4952","36871","逇"
"4953","36872","逈"
"4954","36873","选"
"4955","36874","逊"
"4956","37078","郖"
"4957","37079","郗"
"4958","37081","郙"
"4959","37082","郚"
"4960","37083","郛"
"4961","37084","郜"
"4962","37085","郝"
"4963","37086","郞"
"4964","37087","郟"
"4965","37088","郠"
"4966","37089","郡"
"4967","37090","郢"
"4968","37091","郣"
"4969","37092","郤"
"4970","37093","郥"
"4971","37094","郦"
"4972","37095","郧"
"4973","37194","酊"
"4974","37195","酋"
"4975","37325","重"
"4976","37331","釓"
"4977","37332","釔"
"4978","38040","钘"
"4979","38041","钙"
"4980","38042","钚"
"4981","38043","钛"
"4982","38044","钜"
"4983","38045","钝"
"4984","38046","钞"
"4985","38047","钟"
"4986","38048","钠"
"4987","38049","钡"
"4988","38050","钢"
"4989","38051","钣"
"4990","38052","钤"
"4991","38053","钥"
"4992","38054","钦"
"4993","38055","钧"
"4994","38056","钨"
"4995","38057","钩"
"4996","38058","钪"
"4997","38059","钫"
"4998","38060","钬"
"4999","38061","钭"
"5000","38062","钮"
"5001","38063","钯"
"5002","38273","閁"
"5003","38274","閂"
"5004","38394","闺"
"5005","38395","闻"
"5006","38396","闼"
"5007","38397","闽"
"5008","38398","闾"
"5009","38399","闿"
"5010","38400","阀"
"5011","38401","阁"
"5012","38402","阂"
"5013","38486","陖"
"5014","38487","陗"
"5015","38488","陘"
"5016","38489","陙"
"5017","38491","陛"
"5018","38492","陜"
"5019","38493","陝"
"5020","38494","陞"
"5021","38495","陟"
"5022","38496","陠"
"5023","38497","陡"
"5024","38498","院"
"5025","38499","陣"
"5026","38500","除"
"5027","38501","陥"
"5028","38502","陦"
"5029","38503","陧"
"5030","38504","陨"
"5031","38505","险"
"5032","38754","面"
"5033","38761","革"
"5034","38859","韋"
"5035","38888","韨"
"5036","38893","韭"
"5037","38899","音"
"5038","38913","頁"
"5039","39032","顸"
"5040","39033","项"
"5041","39034","顺"
"5042","39035","须"
"5043","39080","風"
"5044","39120","飐"
"5045","39121","飑"
"5046","39122","飒"
"5047","39131","飛"
"5048","39135","食"
"5049","39285","饵"
"5050","39286","饶"
"5051","39287","饷"
"5052","39288","饸"
"5053","39289","饹"
"5054","39290","饺"
"5055","39291","饻"
"5056","39292","饼"
"5057","39318","首"
"5058","39321","香"
"5059","39553","骁"
"5060","39554","骂"
"5061","39555","骃"
"5062","39556","骄"
"5063","39557","骅"
"5064","39558","骆"
"5065","39559","骇"
"5066","39560","骈"
"5067","39561","骉"
"5068","39592","骨"
"5069","39740","鬼"
"5070","40172","鳬"
"5071","40485","鸥"
"5072","40486","鸦"
"5073","40487","鸧"
"5074","40488","鸨"
"5075","40489","鸩"
"5076","20021","丵"
"5077","20056","乘"
"5078","20147","亳"
"5079","20463","俯"
"5080","20464","俰"
"5081","20465","俱"
"5082","20466","俲"
"5083","20467","俳"
"5084","20468","俴"
"5085","20469","俵"
"5086","20470","俶"
"5087","20471","俷"
"5088","20472","俸"
"5089","20473","俹"
"5090","20474","俺"
"5091","20475","俻"
"5092","20476","俼"
"5093","20477","俽"
"5094","20478","俾"
"5095","20479","俿"
"5096","20480","倀"
"5097","20481","倁"
"5098","20482","倂"
"5099","20483","倃"
"5100","20484","倄"
"5101","20485","倅"
"5102","20486","倆"
"5103","20487","倇"
"5104","20488","倈"
"5105","20489","倉"
"5106","20490","倊"
"5107","20491","個"
"5108","20492","倌"
"5109","20493","倍"
"5110","20494","倎"
"5111","20495","倏"
"5112","20496","倐"
"5113","20497","們"
"5114","20498","倒"
"5115","20499","倓"
"5116","20500","倔"
"5117","20501","倕"
"5118","20502","倖"
"5119","20503","倗"
"5120","20504","倘"
"5121","20505","候"
"5122","20506","倚"
"5123","20507","倛"
"5124","20508","倜"
"5125","20509","倝"
"5126","20510","倞"
"5127","20511","借"
"5128","20512","倠"
"5129","20513","倡"
"5130","20514","倢"
"5131","20515","倣"
"5132","20516","値"
"5133","20517","倥"
"5134","20518","倦"
"5135","20519","倧"
"5136","20520","倨"
"5137","20521","倩"
"5138","20522","倪"
"5139","20523","倫"
"5140","20524","倬"
"5141","20525","倭"
"5142","20526","倮"
"5143","20527","倯"
"5144","20528","倰"
"5145","20529","倱"
"5146","20530","倲"
"5147","20531","倳"
"5148","20532","倴"
"5149","20533","倵"
"5150","20534","倶"
"5151","20535","倷"
"5152","20536","倸"
"5153","20537","倹"
"5154","20538","债"
"5155","20539","倻"
"5156","20540","值"
"5157","20541","倽"
"5158","20542","倾"
"5159","20543","倿"
"5160","20544","偀"
"5161","20556","偌"
"5162","20566","偖"
"5163","20581","健"
"5164","20826","党"
"5165","20827","兛"
"5166","20830","兞"
"5167","20860","兼"
"5168","20883","冓"
"5169","20884","冔"
"5170","20897","冡"
"5171","20898","冢"
"5172","20899","冣"
"5173","20900","冤"
"5174","20901","冥"
"5175","20902","冦"
"5176","20903","冧"
"5177","20932","凄"
"5178","20933","凅"
"5179","20934","准"
"5180","20935","凇"
"5181","20936","凈"
"5182","20937","凉"
"5183","20938","凊"
"5184","20939","凋"
"5185","20940","凌"
"5186","20941","凍"
"5187","20942","凎"
"5188","21074","剒"
"5189","21075","剓"
"5190","21076","剔"
"5191","21077","剕"
"5192","21078","剖"
"5193","21079","剗"
"5194","21080","剘"
"5195","21081","剙"
"5196","21082","剚"
"5197","21083","剛"
"5198","21084","剜"
"5199","21085","剝"
"5200","21086","剞"
"5201","21087","剟"
"5202","21088","剠"
"5203","21089","剡"
"5204","21090","剢"
"5205","21091","剣"
"5206","21092","剤"
"5207","21093","剥"
"5208","21094","剦"
"5209","21095","剧"
"5210","21102","剮"
"5211","21196","勌"
"5212","21197","勍"
"5213","21198","勎"
"5214","21199","勏"
"5215","21200","勐"
"5216","21201","勑"
"5217","21209","務"
"5218","21262","匎"
"5219","21290","匪"
"5220","21291","匫"
"5221","21311","匿"
"5222","21352","卨"
"5223","21375","卿"
"5224","21404","厜"
"5225","21405","厝"
"5226","21406","厞"
"5227","21407","原"
"5228","21470","叞"
"5229","21471","叟"
"5230","21728","哠"
"5231","21729","員"
"5232","21730","哢"
"5233","21731","哣"
"5234","21732","哤"
"5235","21733","哥"
"5236","21734","哦"
"5237","21735","哧"
"5238","21736","哨"
"5239","21737","哩"
"5240","21739","哫"
"5241","21740","哬"
"5242","21741","哭"
"5243","21742","哮"
"5244","21743","哯"
"5245","21744","哰"
"5246","21745","哱"
"5247","21746","哲"
"5248","21747","哳"
"5249","21748","哴"
"5250","21749","哵"
"5251","21750","哶"
"5252","21751","哷"
"5253","21752","哸"
"5254","21753","哹"
"5255","21754","哺"
"5256","21755","哻"
"5257","21756","哼"
"5258","21757","哽"
"5259","21758","哾"
"5260","21759","哿"
"5261","21760","唀"
"5262","21761","唁"
"5263","21762","唂"
"5264","21763","唃"
"5265","21764","唄"
"5266","21765","唅"
"5267","21766","唆"
"5268","21767","唇"
"5269","21768","唈"
"5270","21769","唉"
"5271","21770","唊"
"5272","21771","唋"
"5273","21773","唍"
"5274","21774","唎"
"5275","21775","唏"
"5276","21776","唐"
"5277","21777","唑"
"5278","21778","唒"
"5279","21779","唓"
"5280","21780","唔"
"5281","21781","唕"
"5282","21782","唖"
"5283","21783","唗"
"5284","21784","唘"
"5285","21785","唙"
"5286","21786","唚"
"5287","21787","唛"
"5288","21788","唜"
"5289","21789","唝"
"5290","21790","唞"
"5291","21791","唟"
"5292","21792","唠"
"5293","21793","唡"
"5294","21794","唢"
"5295","21795","唣"
"5296","21796","唤"
"5297","21797","唥"
"5298","21798","唦"
"5299","21799","唧"
"5300","21800","唨"
"5301","21812","唴"
"5302","21834","啊"
"5303","22273","圁"
"5304","22274","圂"
"5305","22275","圃"
"5306","22276","圄"
"5307","22277","圅"
"5308","22278","圆"
"5309","22454","垶"
"5310","22455","垷"
"5311","22456","垸"
"5312","22458","垺"
"5313","22459","垻"
"5314","22460","垼"
"5315","22461","垽"
"5316","22462","垾"
"5317","22463","垿"
"5318","22464","埀"
"5319","22465","埁"
"5320","22466","埂"
"5321","22467","埃"
"5322","22468","埄"
"5323","22470","埆"
"5324","22471","埇"
"5325","22472","埈"
"5326","22473","埉"
"5327","22474","埊"
"5328","22475","埋"
"5329","22476","埌"
"5330","22477","埍"
"5331","22480","埐"
"5332","22481","埑"
"5333","22482","埒"
"5334","22483","埓"
"5335","22484","埔"
"5336","22485","埕"
"5337","22486","埖"
"5338","22487","埗"
"5339","22488","埘"
"5340","22489","埙"
"5341","22490","埚"
"5342","22491","埛"
"5343","22578","堲"
"5344","22774","壶"
"5345","22798","夎"
"5346","22799","夏"
"5347","22814","夞"
"5348","22871","套"
"5349","22872","奘"
"5350","22873","奙"
"5351","22874","奚"
"5352","23020","姬"
"5353","23049","娉"
"5354","23050","娊"
"5355","23051","娋"
"5356","23052","娌"
"5357","23054","娎"
"5358","23055","娏"
"5359","23056","娐"
"5360","23057","娑"
"5361","23058","娒"
"5362","23059","娓"
"5363","23060","娔"
"5364","23061","娕"
"5365","23062","娖"
"5366","23064","娘"
"5367","23065","娙"
"5368","23066","娚"
"5369","23067","娛"
"5370","23069","娝"
"5371","23070","娞"
"5372","23071","娟"
"5373","23072","娠"
"5374","23073","娡"
"5375","23074","娢"
"5376","23075","娣"
"5377","23076","娤"
"5378","23077","娥"
"5379","23078","娦"
"5380","23079","娧"
"5381","23080","娨"
"5382","23081","娩"
"5383","23082","娪"
"5384","23085","娭"
"5385","23086","娮"
"5386","23087","娯"
"5387","23089","娱"
"5388","23090","娲"
"5389","23091","娳"
"5390","23092","娴"
"5391","23103","娿"
"5392","23104","婀"
"5393","23154","婲"
"5394","23403","孫"
"5395","23404","孬"
"5396","23405","孭"
"5397","23463","宧"
"5398","23469","宭"
"5399","23470","宮"
"5400","23471","宯"
"5401","23472","宰"
"5402","23473","宱"
"5403","23474","宲"
"5404","23475","害"
"5405","23476","宴"
"5406","23477","宵"
"5407","23478","家"
"5408","23479","宷"
"5409","23480","宸"
"5410","23481","容"
"5411","23482","宺"
"5412","23483","宻"
"5413","23484","宼"
"5414","23485","宽"
"5415","23486","宾"
"5416","23555","尃"
"5417","23556","射"
"5418","23557","尅"
"5419","23559","將"
"5420","23632","屐"
"5421","23633","屑"
"5422","23634","屒"
"5423","23635","屓"
"5424","23636","屔"
"5425","23637","展"
"5426","23638","屖"
"5427","23639","屗"
"5428","23640","屘"
"5429","23641","屙"
"5430","23784","峨"
"5431","23785","峩"
"5432","23786","峪"
"5433","23788","峬"
"5434","23789","峭"
"5435","23790","峮"
"5436","23791","峯"
"5437","23792","峰"
"5438","23793","峱"
"5439","23794","峲"
"5440","23795","峳"
"5441","23796","峴"
"5442","23797","峵"
"5443","23798","島"
"5444","23799","峷"
"5445","23801","峹"
"5446","23802","峺"
"5447","23803","峻"
"5448","23804","峼"
"5449","23805","峽"
"5450","23806","峾"
"5451","23807","峿"
"5452","23808","崀"
"5453","23809","崁"
"5454","23810","崂"
"5455","23811","崃"
"5456","23812","崄"
"5457","23813","崅"
"5458","23819","崋"
"5459","24056","巸"
"5460","24104","帨"
"5461","24105","帩"
"5462","24106","帪"
"5463","24107","師"
"5464","24108","帬"
"5465","24109","席"
"5466","24111","帯"
"5467","24112","帰"
"5468","24113","帱"
"5469","24231","座"
"5470","24232","庨"
"5471","24233","庩"
"5472","24234","庪"
"5473","24235","庫"
"5474","24236","庬"
"5475","24238","庮"
"5476","24239","庯"
"5477","24329","弉"
"5478","24368","弰"
"5479","24369","弱"
"5480","24370","弲"
"5481","24371","弳"
"5482","24424","彨"
"5483","24462","徎"
"5484","24463","徏"
"5485","24464","徐"
"5486","24465","徑"
"5487","24466","徒"
"5488","24467","従"
"5489","24469","徕"
"5490","24641","恁"
"5491","24651","恋"
"5492","24655","恏"
"5493","24656","恐"
"5494","24661","恕"
"5495","24662","恖"
"5496","24665","恙"
"5497","24666","恚"
"5498","24669","恝"
"5499","24675","恣"
"5500","24677","恥"
"5501","24679","恧"
"5502","24681","恩"
"5503","24685","恭"
"5504","24687","息"
"5505","24691","恳"
"5506","24692","恴"
"5507","24693","恵"
"5508","24694","恶"
"5509","24695","恷"
"5510","24704","悀"
"5511","24705","悁"
"5512","24706","悂"
"5513","24707","悃"
"5514","24708","悄"
"5515","24709","悅"
"5516","24711","悇"
"5517","24712","悈"
"5518","24715","悋"
"5519","24716","悌"
"5520","24717","悍"
"5521","24718","悎"
"5522","24719","悏"
"5523","24721","悑"
"5524","24722","悒"
"5525","24723","悓"
"5526","24724","悔"
"5527","24725","悕"
"5528","24726","悖"
"5529","24727","悗"
"5530","24729","悙"
"5531","24730","悚"
"5532","24731","悛"
"5533","24732","悜"
"5534","24733","悝"
"5535","24734","悞"
"5536","24735","悟"
"5537","24738","悢"
"5538","24742","悦"
"5539","24743","悧"
"5540","24745","悩"
"5541","24749","悭"
"5542","24750","悮"
"5543","24751","悯"
"5544","25113","戙"
"5545","25156","扄"
"5546","25157","扅"
"5547","25158","扆"
"5548","25159","扇"
"5549","25330","拲"
"5550","25331","拳"
"5551","25343","拿"
"5552","25352","挈"
"5553","25360","挐"
"5554","25369","挙"
"5555","25370","挚"
"5556","25371","挛"
"5557","25384","挨"
"5558","25385","挩"
"5559","25387","挫"
"5560","25388","挬"
"5561","25389","挭"
"5562","25390","挮"
"5563","25391","振"
"5564","25392","挰"
"5565","25393","挱"
"5566","25395","挳"
"5567","25396","挴"
"5568","25397","挵"
"5569","25398","挶"
"5570","25400","挸"
"5571","25401","挹"
"5572","25404","挼"
"5573","25405","挽"
"5574","25406","挾"
"5575","25407","挿"
"5576","25408","捀"
"5577","25409","捁"
"5578","25410","捂"
"5579","25411","捃"
"5580","25412","捄"
"5581","25413","捅"
"5582","25414","捆"
"5583","25415","捇"
"5584","25416","捈"
"5585","25417","捉"
"5586","25418","捊"
"5587","25419","捋"
"5588","25420","捌"
"5589","25421","捍"
"5590","25422","捎"
"5591","25423","捏"
"5592","25424","捐"
"5593","25425","捑"
"5594","25426","捒"
"5595","25428","捔"
"5596","25429","捕"
"5597","25430","捖"
"5598","25431","捗"
"5599","25432","捘"
"5600","25433","捙"
"5601","25434","捚"
"5602","25436","捜"
"5603","25437","捝"
"5604","25438","捞"
"5605","25439","损"
"5606","25440","捠"
"5607","25441","捡"
"5608","25442","换"
"5609","25443","捣"
"5610","25444","捤"
"5611","25572","揤"
"5612","25926","敆"
"5613","25927","敇"
"5614","25928","效"
"5615","25929","敉"
"5616","25930","敊"
"5617","25931","敋"
"5618","25932","敌"
"5619","25942","敖"
"5620","25994","斊"
"5621","25995","斋"
"5622","26009","料"
"5623","26010","斚"
"5624","26049","旁"
"5625","26050","旂"
"5626","26051","旃"
"5627","26052","旄"
"5628","26053","旅"
"5629","26054","旆"
"5630","26058","旊"
"5631","26176","晀"
"5632","26177","晁"
"5633","26178","時"
"5634","26179","晃"
"5635","26180","晄"
"5636","26181","晅"
"5637","26182","晆"
"5638","26183","晇"
"5639","26184","晈"
"5640","26185","晉"
"5641","26186","晊"
"5642","26187","晋"
"5643","26188","晌"
"5644","26189","晍"
"5645","26190","晎"
"5646","26191","晏"
"5647","26192","晐"
"5648","26193","晑"
"5649","26194","晒"
"5650","26195","晓"
"5651","26196","晔"
"5652","26197","晕"
"5653","26198","晖"
"5654","26200","晘"
"5655","26201","晙"
"5656","26202","晚"
"5657","26203","晛"
"5658","26204","晜"
"5659","26205","晝"
"5660","26206","晞"
"5661","26207","晟"
"5662","26208","晠"
"5663","26360","書"
"5664","26362","曺"
"5665","26363","曻"
"5666","26386","朒"
"5667","26387","朓"
"5668","26388","朔"
"5669","26389","朕"
"5670","26391","朗"
"5671","26557","枽"
"5672","26593","柡"
"5673","26612","柴"
"5674","26642","栒"
"5675","26643","栓"
"5676","26644","栔"
"5677","26645","栕"
"5678","26646","栖"
"5679","26647","栗"
"5680","26648","栘"
"5681","26649","栙"
"5682","26650","栚"
"5683","26651","栛"
"5684","26652","栜"
"5685","26653","栝"
"5686","26654","栞"
"5687","26655","栟"
"5688","26656","栠"
"5689","26657","校"
"5690","26658","栢"
"5691","26659","栣"
"5692","26660","栤"
"5693","26661","栥"
"5694","26662","栦"
"5695","26663","栧"
"5696","26664","栨"
"5697","26665","栩"
"5698","26666","株"
"5699","26667","栫"
"5700","26668","栬"
"5701","26669","栭"
"5702","26670","栮"
"5703","26671","栯"
"5704","26672","栰"
"5705","26673","栱"
"5706","26674","栲"
"5707","26675","栳"
"5708","26676","栴"
"5709","26677","栵"
"5710","26678","栶"
"5711","26679","样"
"5712","26680","核"
"5713","26681","根"
"5714","26682","栺"
"5715","26683","栻"
"5716","26684","格"
"5717","26685","栽"
"5718","26686","栾"
"5719","26687","栿"
"5720","26688","桀"
"5721","26689","桁"
"5722","26690","桂"
"5723","26691","桃"
"5724","26692","桄"
"5725","26693","桅"
"5726","26694","框"
"5727","26695","桇"
"5728","26696","案"
"5729","26697","桉"
"5730","26698","桊"
"5731","26699","桋"
"5732","26700","桌"
"5733","26701","桍"
"5734","26702","桎"
"5735","26704","桐"
"5736","26705","桑"
"5737","26707","桓"
"5738","26708","桔"
"5739","26709","桕"
"5740","26710","桖"
"5741","26711","桗"
"5742","26712","桘"
"5743","26713","桙"
"5744","26714","桚"
"5745","26715","桛"
"5746","26716","桜"
"5747","26717","桝"
"5748","26719","桟"
"5749","26720","桠"
"5750","26721","桡"
"5751","26722","桢"
"5752","26723","档"
"5753","26724","桤"
"5754","26725","桥"
"5755","26726","桦"
"5756","26727","桧"
"5757","26728","桨"
"5758","26729","桩"
"5759","26730","桪"
"5760","26755","梃"
"5761","26758","梆"
"5762","26779","梛"
"5763","26781","條"
"5764","26784","梠"
"5765","26785","梡"
"5766","26786","梢"
"5767","26787","梣"
"5768","26788","梤"
"5769","26789","梥"
"5770","26791","梧"
"5771","26792","梨"
"5772","26793","梩"
"5773","26804","梴"
"5774","26854","棦"
"5775","27436","欬"
"5776","27437","欭"
"5777","27438","欮"
"5778","27439","欯"
"5779","27440","欰"
"5780","27441","欱"
"5781","27444","欴"
"5782","27500","歬"
"5783","27501","歭"
"5784","27528","殈"
"5785","27529","殉"
"5786","27530","殊"
"5787","27575","殷"
"5788","27578","殺"
"5789","27609","毙"
"5790","27618","毢"
"5791","27619","毣"
"5792","27620","毤"
"5793","27621","毥"
"5794","27622","毦"
"5795","27623","毧"
"5796","27624","毨"
"5797","27625","毩"
"5798","27626","毪"
"5799","27683","氣"
"5800","27684","氤"
"5801","27685","氥"
"5802","27686","氦"
"5803","27687","氧"
"5804","27688","氨"
"5805","27689","氩"
"5806","27888","泰"
"5807","27917","洍"
"5808","27926","洖"
"5809","27932","洜"
"5810","27951","洯"
"5811","27969","流"
"5812","27974","浆"
"5813","27990","浖"
"5814","27991","浗"
"5815","27992","浘"
"5816","27993","浙"
"5817","27994","浚"
"5818","27995","浛"
"5819","27996","浜"
"5820","27997","浝"
"5821","27998","浞"
"5822","27999","浟"
"5823","28000","浠"
"5824","28001","浡"
"5825","28002","浢"
"5826","28003","浣"
"5827","28004","浤"
"5828","28005","浥"
"5829","28006","浦"
"5830","28007","浧"
"5831","28008","浨"
"5832","28009","浩"
"5833","28010","浪"
"5834","28011","浫"
"5835","28012","浬"
"5836","28013","浭"
"5837","28014","浮"
"5838","28015","浯"
"5839","28016","浰"
"5840","28017","浱"
"5841","28018","浲"
"5842","28019","浳"
"5843","28020","浴"
"5844","28021","浵"
"5845","28022","浶"
"5846","28023","海"
"5847","28024","浸"
"5848","28025","浹"
"5849","28026","浺"
"5850","28027","浻"
"5851","28028","浼"
"5852","28029","浽"
"5853","28030","浾"
"5854","28031","浿"
"5855","28032","涀"
"5856","28033","涁"
"5857","28034","涂"
"5858","28035","涃"
"5859","28036","涄"
"5860","28037","涅"
"5861","28038","涆"
"5862","28039","涇"
"5863","28040","消"
"5864","28041","涉"
"5865","28042","涊"
"5866","28043","涋"
"5867","28044","涌"
"5868","28045","涍"
"5869","28048","涐"
"5870","28049","涑"
"5871","28050","涒"
"5872","28051","涓"
"5873","28052","涔"
"5874","28053","涕"
"5875","28054","涖"
"5876","28055","涗"
"5877","28056","涘"
"5878","28057","涙"
"5879","28058","涚"
"5880","28059","涛"
"5881","28060","涜"
"5882","28061","涝"
"5883","28062","涞"
"5884","28063","涟"
"5885","28064","涠"
"5886","28065","涡"
"5887","28066","涢"
"5888","28067","涣"
"5889","28068","涤"
"5890","28069","涥"
"5891","28070","润"
"5892","28071","涧"
"5893","28072","涨"
"5894","28073","涩"
"5895","28115","淓"
"5896","28157","淽"
"5897","28868","烄"
"5898","28869","烅"
"5899","28870","烆"
"5900","28871","烇"
"5901","28872","烈"
"5902","28873","烉"
"5903","28874","烊"
"5904","28875","烋"
"5905","28876","烌"
"5906","28877","烍"
"5907","28878","烎"
"5908","28879","烏"
"5909","28880","烐"
"5910","28881","烑"
"5911","28882","烒"
"5912","28883","烓"
"5913","28884","烔"
"5914","28885","烕"
"5915","28886","烖"
"5916","28887","烗"
"5917","28888","烘"
"5918","28889","烙"
"5919","28890","烚"
"5920","28891","烛"
"5921","28892","烜"
"5922","28893","烝"
"5923","28894","烞"
"5924","28895","烟"
"5925","28896","烠"
"5926","28897","烡"
"5927","28898","烢"
"5928","28899","烣"
"5929","28900","烤"
"5930","28901","烥"
"5931","28902","烦"
"5932","28903","烧"
"5933","28904","烨"
"5934","28905","烩"
"5935","28906","烪"
"5936","28907","烫"
"5937","28908","烬"
"5938","28909","热"
"5939","28910","烮"
"5940","28917","烵"
"5941","28918","烶"
"5942","28923","烻"
"5943","28946","焒"
"5944","29233","爱"
"5945","29241","爹"
"5946","29250","牂"
"5947","29302","牶"
"5948","29303","牷"
"5949","29304","牸"
