"id","code","cnword"
"9682","30357","皕"
"9683","30358","皖"
"9684","30387","皳"
"9685","30388","皴"
"9686","30425","盙"
"9687","30426","盚"
"9688","30428","盜"
"9689","30530","睂"
"9690","30531","睃"
"9691","30532","睄"
"9692","30533","睅"
"9693","30534","睆"
"9694","30535","睇"
"9695","30536","睈"
"9696","30537","睉"
"9697","30538","睊"
"9698","30539","睋"
"9699","30540","睌"
"9700","30541","睍"
"9701","30542","睎"
"9702","30543","睏"
"9703","30544","睐"
"9704","30545","睑"
"9705","30686","矞"
"9706","30687","矟"
"9707","30700","矬"
"9708","30701","短"
"9709","30812","硜"
"9710","30813","硝"
"9711","30814","硞"
"9712","30816","硠"
"9713","30817","硡"
"9714","30818","硢"
"9715","30819","硣"
"9716","30820","硤"
"9717","30821","硥"
"9718","30822","硦"
"9719","30823","硧"
"9720","30824","硨"
"9721","30825","硩"
"9722","30826","硪"
"9723","30827","硫"
"9724","30828","硬"
"9725","30830","确"
"9726","30831","硯"
"9727","30832","硰"
"9728","30833","硱"
"9729","30834","硲"
"9730","30835","硳"
"9731","30836","硴"
"9732","30837","硵"
"9733","30838","硶"
"9734","30839","硷"
"9735","31097","祹"
"9736","31098","祺"
"9737","31099","祻"
"9738","31100","祼"
"9739","31101","祽"
"9740","31102","祾"
"9741","31103","祿"
"9742","31106","禂"
"9743","31107","禃"
"9744","31108","禄"
"9745","31109","禅"
"9746","31110","禆"
"9747","31111","禇"
"9748","31117","禍"
"9749","31165","禽"
"9750","31231","秿"
"9751","31232","稀"
"9752","31233","稁"
"9753","31234","稂"
"9754","31235","稃"
"9755","31236","稄"
"9756","31237","稅"
"9757","31239","稇"
"9758","31240","稈"
"9759","31241","稉"
"9760","31242","稊"
"9761","31243","程"
"9762","31244","稌"
"9763","31245","稍"
"9764","31246","税"
"9765","31382","窖"
"9766","31383","窗"
"9767","31384","窘"
"9768","31385","窙"
"9769","31387","窛"
"9770","31388","窜"
"9771","31389","窝"
"9772","31458","竢"
"9773","31459","竣"
"9774","31460","竤"
"9775","31461","童"
"9776","31462","竦"
"9777","31463","竧"
"9778","31551","笿"
"9779","31552","筀"
"9780","31553","筁"
"9781","31554","筂"
"9782","31555","筃"
"9783","31556","筄"
"9784","31557","筅"
"9785","31558","筆"
"9786","31560","筈"
"9787","31561","等"
"9788","31562","筊"
"9789","31563","筋"
"9790","31564","筌"
"9791","31565","筍"
"9792","31566","筎"
"9793","31567","筏"
"9794","31568","筐"
"9795","31569","筑"
"9796","31570","筒"
"9797","31571","筓"
"9798","31572","答"
"9799","31573","筕"
"9800","31574","策"
"9801","31575","筗"
"9802","31576","筘"
"9803","31577","筙"
"9804","31578","筚"
"9805","31579","筛"
"9806","31580","筜"
"9807","31581","筝"
"9808","31589","筥"
"9809","31596","筬"
"9810","31603","筳"
"9811","31605","筵"
"9812","31902","粞"
"9813","31903","粟"
"9814","31904","粠"
"9815","31905","粡"
"9816","31906","粢"
"9817","31908","粤"
"9818","31909","粥"
"9819","31910","粦"
"9820","31911","粧"
"9821","31912","粨"
"9822","31913","粩"
"9823","31914","粪"
"9824","31915","粫"
"9825","31916","粬"
"9826","31917","粭"
"9827","32042","紪"
"9828","32043","紫"
"9829","32077","絍"
"9830","32078","絎"
"9831","32079","絏"
"9832","32080","結"
"9833","32081","絑"
"9834","32082","絒"
"9835","32083","絓"
"9836","32084","絔"
"9837","32085","絕"
"9838","32086","絖"
"9839","32087","絗"
"9840","32088","絘"
"9841","32089","絙"
"9842","32090","絚"
"9843","32091","絛"
"9844","32092","絜"
"9845","32093","絝"
"9846","32094","絞"
"9847","32095","絟"
"9848","32096","絠"
"9849","32097","絡"
"9850","32098","絢"
"9851","32099","絣"
"9852","32100","絤"
"9853","32101","絥"
"9854","32102","給"
"9855","32103","絧"
"9856","32104","絨"
"9857","32105","絩"
"9858","32106","絪"
"9859","32107","絫"
"9860","32108","絬"
"9861","32109","絭"
"9862","32110","絮"
"9863","32111","絯"
"9864","32112","絰"
"9865","32113","統"
"9866","32114","絲"
"9867","32115","絳"
"9868","32116","絴"
"9869","32117","絵"
"9870","32118","絶"
"9871","32119","絷"
"9872","32125","絽"
"9873","32126","絾"
"9874","32129","綁"
"9875","32142","綎"
"9876","32150","綖"
"9877","32514","缂"
"9878","32515","缃"
"9879","32516","缄"
"9880","32517","缅"
"9881","32518","缆"
"9882","32519","缇"
"9883","32520","缈"
"9884","32521","缉"
"9885","32522","缊"
"9886","32523","缋"
"9887","32524","缌"
"9888","32526","缎"
"9889","32527","缏"
"9890","32528","缐"
"9891","32529","缑"
"9892","32530","缒"
"9893","32531","缓"
"9894","32532","缔"
"9895","32533","缕"
"9896","32534","编"
"9897","32535","缗"
"9898","32536","缘"
"9899","32537","缙"
"9900","32574","缾"
"9901","32575","缿"
"9902","32576","罀"
"9903","32612","罤"
"9904","32613","罥"
"9905","32614","罦"
"9906","32672","羠"
"9907","32673","羡"
"9908","32674","羢"
"9909","32723","翓"
"9910","32724","翔"
"9911","32725","翕"
"9912","32726","翖"
"9913","32727","翗"
"9914","32728","翘"
"9915","32729","翙"
"9916","32730","翚"
"9917","32731","翛"
"9918","32779","耋"
"9919","32800","耠"
"9920","32846","聎"
"9921","32847","聏"
"9922","32848","聐"
"9923","32849","聑"
"9924","32850","聒"
"9925","32851","聓"
"9926","32852","联"
"9927","32864","聠"
"9928","32980","胔"
"9929","33022","胾"
"9930","33044","脔"
"9931","33081","脹"
"9932","33082","脺"
"9933","33083","脻"
"9934","33084","脼"
"9935","33085","脽"
"9936","33086","脾"
"9937","33087","脿"
"9938","33088","腀"
"9939","33089","腁"
"9940","33090","腂"
"9941","33091","腃"
"9942","33092","腄"
"9943","33093","腅"
"9944","33094","腆"
"9945","33095","腇"
"9946","33096","腈"
"9947","33097","腉"
"9948","33098","腊"
"9949","33099","腋"
"9950","33100","腌"
"9951","33101","腍"
"9952","33102","腎"
"9953","33103","腏"
"9954","33105","腑"
"9955","33106","腒"
"9956","33107","腓"
"9957","33108","腔"
"9958","33109","腕"
"9959","33110","腖"
"9960","33111","腗"
"9961","33112","腘"
"9962","33113","腙"
"9963","33114","腚"
"9964","33121","腡"
"9965","33137","腱"
"9966","33140","腴"
"9967","33254","臦"
"9968","33262","臮"
"9969","33263","臯"
"9970","33264","臰"
"9971","33269","臵"
"9972","33270","臶"
"9973","33271","臷"
"9974","33272","臸"
"9975","33273","臹"
"9976","33283","舃"
"9977","33284","舄"
"9978","33298","舒"
"9979","33308","舜"
"9980","33340","舼"
"9981","33341","舽"
"9982","33342","舾"
"9983","33343","舿"
"9984","33351","艇"
"9985","33397","艵"
"9986","33595","茻"
"9987","33744","菐"
"9988","33833","萩"
"9989","33834","萪"
"9990","33835","萫"
"9991","33836","萬"
"9992","33837","萭"
"9993","33838","萮"
"9994","33839","萯"
"9995","33840","萰"
"9996","33841","萱"
"9997","33842","萲"
"9998","33843","萳"
"9999","33844","萴"
"10000","33846","萶"
"10001","33847","萷"
"10002","33849","萹"
"10003","33850","萺"
"10004","33851","萻"
"10005","33852","萼"
"10006","33853","落"
"10007","33854","萾"
"10008","33855","萿"
"10009","33856","葀"
"10010","33857","葁"
"10011","33858","葂"
"10012","33859","葃"
"10013","33860","葄"
"10014","33861","葅"
"10015","33862","葆"
"10016","33863","葇"
"10017","33864","葈"
"10018","33865","葉"
"10019","33866","葊"
"10020","33867","葋"
"10021","33868","葌"
"10022","33869","葍"
"10023","33870","葎"
"10024","33871","葏"
"10025","33872","葐"
"10026","33873","葑"
"10027","33874","葒"
"10028","33875","葓"
"10029","33876","葔"
"10030","33877","葕"
"10031","33878","葖"
"10032","33880","葘"
"10033","33881","葙"
"10034","33882","葚"
"10035","33883","葛"
"10036","33884","葜"
"10037","33885","葝"
"10038","33886","葞"
"10039","33887","葟"
"10040","33888","葠"
"10041","33889","葡"
"10042","33890","葢"
"10043","33891","董"
"10044","33892","葤"
"10045","33893","葥"
"10046","33894","葦"
"10047","33895","葧"
"10048","33896","葨"
"10049","33897","葩"
"10050","33898","葪"
"10051","33899","葫"
"10052","33900","葬"
"10053","33901","葭"
"10054","33902","葮"
"10055","33903","葯"
"10056","33904","葰"
"10057","33905","葱"
"10058","33906","葲"
"10059","33907","葳"
"10060","33908","葴"
"10061","33909","葵"
"10062","33910","葶"
"10063","33911","葷"
"10064","33912","葸"
"10065","33913","葹"
"10066","33914","葺"
"10067","33915","葻"
"10068","33916","葼"
"10069","33917","葽"
"10070","33918","葾"
"10071","33919","葿"
"10072","33920","蒀"
"10073","33922","蒂"
"10074","33923","蒃"
"10075","33924","蒄"
"10076","33925","蒅"
"10077","33926","蒆"
"10078","33927","蒇"
"10079","33928","蒈"
"10080","33929","蒉"
"10081","33930","蒊"
"10082","33931","蒋"
"10083","33932","蒌"
"10084","33933","蒍"
"10085","33934","蒎"
"10086","33935","蒏"
"10087","33936","蒐"
"10088","33954","蒢"
"10089","33963","蒫"
"10090","33982","蒾"
"10091","33987","蓃"
"10092","33991","蓇"
"10093","34010","蓚"
"10094","34033","蓱"
"10095","34055","蔇"
"10096","34395","虛"
"10097","34397","虝"
"10098","34512","蛐"
"10099","34513","蛑"
"10100","34514","蛒"
"10101","34515","蛓"
"10102","34516","蛔"
"10103","34517","蛕"
"10104","34519","蛗"
"10105","34520","蛘"
"10106","34521","蛙"
"10107","34522","蛚"
"10108","34523","蛛"
"10109","34524","蛜"
"10110","34525","蛝"
"10111","34526","蛞"
"10112","34527","蛟"
"10113","34528","蛠"
"10114","34529","蛡"
"10115","34530","蛢"
"10116","34531","蛣"
"10117","34532","蛤"
"10118","34533","蛥"
"10119","34534","蛦"
"10120","34535","蛧"
"10121","34536","蛨"
"10122","34537","蛩"
"10123","34538","蛪"
"10124","34539","蛫"
"10125","34540","蛬"
"10126","34541","蛭"
"10127","34542","蛮"
"10128","34543","蛯"
"10129","34544","蛰"
"10130","34545","蛱"
"10131","34546","蛲"
"10132","34547","蛳"
"10133","34548","蛴"
"10134","34577","蜑"
"10135","34578","蜒"
"10136","34579","蜓"
"10137","34886","衆"
"10138","34887","衇"
"10139","34888","衈"
"10140","34889","衉"
"10141","34901","衕"
"10142","34902","衖"
"10143","34903","街"
"10144","34994","袲"
"10145","35009","裁"
"10146","35010","裂"
"10147","35013","装"
"10148","35019","裋"
"10149","35020","裌"
"10150","35021","裍"
"10151","35022","裎"
"10152","35024","裐"
"10153","35025","裑"
"10154","35026","裒"
"10155","35027","裓"
"10156","35029","裕"
"10157","35030","裖"
"10158","35031","裗"
"10159","35033","裙"
"10160","35036","補"
"10161","35038","裞"
"10162","35041","裡"
"10163","35042","裢"
"10164","35043","裣"
"10165","35044","裤"
"10166","35045","裥"
"10167","35073","褁"
"10168","35203","覃"
"10169","35204","覄"
"10170","35221","覕"
"10171","35223","覗"
"10172","35224","覘"
"10173","35225","覙"
"10174","35226","覚"
"10175","35276","觌"
"10176","35277","觍"
"10177","35290","觚"
"10178","35291","觛"
"10179","35293","觝"
"10180","35294","觞"
"10181","35380","訴"
"10182","35381","訵"
"10183","35382","訶"
"10184","35383","訷"
"10185","35384","訸"
"10186","35385","訹"
"10187","35386","診"
"10188","35387","註"
"10189","35388","証"
"10190","35389","訽"
"10191","35392","詀"
"10192","35393","詁"
"10193","35394","詂"
"10194","35395","詃"
"10195","35396","詄"
"10196","35397","詅"
"10197","35398","詆"
"10198","35399","詇"
"10199","35400","詈"
"10200","35401","詉"
"10201","35402","詊"
"10202","35403","詋"
"10203","35404","詌"
"10204","35405","詍"
"10205","35407","詏"
"10206","35408","詐"
"10207","35409","詑"
"10208","35410","詒"
"10209","35411","詓"
"10210","35412","詔"
"10211","35413","評"
"10212","35414","詖"
"10213","35415","詗"
"10214","35416","詘"
"10215","35417","詙"
"10216","35418","詚"
"10217","35419","詛"
"10218","35420","詜"
"10219","35421","詝"
"10220","35422","詞"
"10221","35423","詟"
"10222","35424","詠"
"10223","35871","谟"
"10224","35872","谠"
"10225","35873","谡"
"10226","35874","谢"
"10227","35875","谣"
"10228","35876","谤"
"10229","35877","谥"
"10230","35878","谦"
"10231","35879","谧"
"10232","35934","豞"
"10233","35935","豟"
"10234","35936","豠"
"10235","35966","豾"
"10236","35967","豿"
"10237","35968","貀"
"10238","35969","貁"
"10239","35970","貂"
"10240","35971","貃"
"10241","36015","貯"
"10242","36016","貰"
"10243","36017","貱"
"10244","36019","貳"
"10245","36020","貴"
"10246","36021","貵"
"10247","36023","買"
"10248","36024","貸"
"10249","36025","貹"
"10250","36026","貺"
"10251","36027","費"
"10252","36028","貼"
"10253","36029","貽"
"10254","36030","貾"
"10255","36031","貿"
"10256","36032","賀"
"10257","36033","賁"
"10258","36171","赋"
"10259","36172","赌"
"10260","36173","赍"
"10261","36174","赎"
"10262","36175","赏"
"10263","36176","赐"
"10264","36177","赑"
"10265","36178","赒"
"10266","36179","赓"
"10267","36180","赔"
"10268","36181","赕"
"10269","36225","趁"
"10270","36226","趂"
"10271","36227","趃"
"10272","36228","趄"
"10273","36229","超"
"10274","36230","趆"
"10275","36231","趇"
"10276","36232","趈"
"10277","36233","趉"
"10278","36234","越"
"10279","36235","趋"
"10280","36293","跅"
"10281","36294","跆"
"10282","36295","跇"
"10283","36296","跈"
"10284","36297","跉"
"10285","36298","跊"
"10286","36299","跋"
"10287","36300","跌"
"10288","36301","跍"
"10289","36302","跎"
"10290","36303","跏"
"10291","36305","跑"
"10292","36306","跒"
"10293","36307","跓"
"10294","36308","跔"
"10295","36309","跕"
"10296","36310","跖"
"10297","36311","跗"
"10298","36312","跘"
"10299","36313","跙"
"10300","36314","跚"
"10301","36315","跛"
"10302","36316","跜"
"10303","36318","跞"
"10304","36341","践"
"10305","36528","躰"
"10306","36580","軤"
"10307","36581","軥"
"10308","36582","軦"
"10309","36583","軧"
"10310","36584","軨"
"10311","36585","軩"
"10312","36586","軪"
"10313","36587","軫"
"10314","36588","軬"
"10315","36590","軮"
"10316","36591","軯"
"10317","36592","軰"
"10318","36593","軱"
"10319","36594","軲"
"10320","36595","軳"
"10321","36596","軴"
"10322","36597","軵"
"10323","36598","軶"
"10324","36599","軷"
"10325","36600","軸"
"10326","36601","軹"
"10327","36602","軺"
"10328","36603","軻"
"10329","36604","軼"
"10330","36605","軽"
"10331","36743","辇"
"10332","36744","辈"
"10333","36745","辉"
"10334","36746","辊"
"10335","36747","辋"
"10336","36748","辌"
"10337","36749","辍"
"10338","36750","辎"
"10339","36764","辜"
"10340","36765","辝"
"10341","36924","逼"
"10342","36925","逽"
"10343","36926","逾"
"10344","36927","逿"
"10345","36928","遀"
"10346","36929","遁"
"10347","36930","遂"
"10348","36931","遃"
"10349","36932","遄"
"10350","36933","遅"
"10351","36934","遆"
"10352","36935","遇"
"10353","36936","遈"
"10354","36937","遉"
"10355","36938","遊"
"10356","36939","運"
"10357","36940","遌"
"10358","36941","遍"
"10359","36943","遏"
"10360","36944","遐"
"10361","36945","遑"
"10362","36946","遒"
"10363","36947","道"
"10364","36948","達"
"10365","36949","違"
"10366","36950","遖"
"10367","36951","遗"
"10368","37132","鄌"
"10369","37133","鄍"
"10370","37134","鄎"
"10371","37135","鄏"
"10372","37136","鄐"
"10373","37137","鄑"
"10374","37138","鄒"
"10375","37139","鄓"
"10376","37140","鄔"
"10377","37141","鄕"
"10378","37142","鄖"
"10379","37143","鄗"
"10380","37146","鄚"
"10381","37215","酟"
"10382","37216","酠"
"10383","37217","酡"
"10384","37218","酢"
"10385","37219","酣"
"10386","37220","酤"
"10387","37221","酥"
"10388","37222","酦"
"10389","37321","釉"
"10390","37322","释"
"10391","37327","量"
"10392","37373","釽"
"10393","37374","釾"
"10394","37375","釿"
"10395","37376","鈀"
"10396","37377","鈁"
"10397","37378","鈂"
"10398","37379","鈃"
"10399","37380","鈄"
"10400","37381","鈅"
"10401","37382","鈆"
"10402","37383","鈇"
"10403","37384","鈈"
"10404","37385","鈉"
"10405","37386","鈊"
"10406","37387","鈋"
"10407","37388","鈌"
"10408","37389","鈍"
"10409","37390","鈎"
"10410","37391","鈏"
"10411","37392","鈐"
"10412","37393","鈑"
"10413","37395","鈓"
"10414","37396","鈔"
"10415","37397","鈕"
"10416","37398","鈖"
"10417","37399","鈗"
"10418","37400","鈘"
"10419","37401","鈙"
"10420","37402","鈚"
"10421","37403","鈛"
"10422","37404","鈜"
"10423","37405","鈝"
"10424","37406","鈞"
"10425","37407","鈟"
"10426","37408","鈠"
"10427","37409","鈡"
"10428","37410","鈢"
"10429","37411","鈣"
"10430","37412","鈤"
"10431","37413","鈥"
"10432","37414","鈦"
"10433","37415","鈧"
"10434","37416","鈨"
"10435","37417","鈩"
"10436","37418","鈪"
"10437","37419","鈫"
"10438","37420","鈬"
"10439","37445","鉅"
"10440","37487","鉯"
"10441","38136","铸"
"10442","38137","铹"
"10443","38138","铺"
"10444","38139","铻"
"10445","38140","铼"
"10446","38141","铽"
"10447","38142","链"
"10448","38143","铿"
"10449","38144","销"
"10450","38145","锁"
"10451","38146","锂"
"10452","38147","锃"
"10453","38148","锄"
"10454","38149","锅"
"10455","38150","锆"
"10456","38151","锇"
"10457","38152","锈"
"10458","38153","锉"
"10459","38154","锊"
"10460","38155","锋"
"10461","38156","锌"
"10462","38157","锍"
"10463","38158","锎"
"10464","38159","锏"
"10465","38160","锐"
"10466","38161","锑"
"10467","38162","锒"
"10468","38163","锓"
"10469","38164","锔"
"10470","38165","锕"
"10471","38266","镺"
"10472","38283","開"
"10473","38284","閌"
"10474","38285","閍"
"10475","38286","閎"
"10476","38287","閏"
"10477","38288","閐"
"10478","38289","閑"
"10479","38290","閒"
"10480","38291","間"
"10481","38292","閔"
"10482","38293","閕"
"10483","38294","閖"
"10484","38295","閗"
"10485","38417","阑"
"10486","38418","阒"
"10487","38419","阓"
"10488","38420","阔"
"10489","38421","阕"
"10490","38545","隑"
"10491","38546","隒"
"10492","38547","隓"
"10493","38548","隔"
"10494","38549","隕"
"10495","38550","隖"
"10496","38552","隘"
"10497","38553","隙"
"10498","38558","隞"
"10499","38593","雁"
"10500","38594","雂"
"10501","38595","雃"
"10502","38596","雄"
"10503","38597","雅"
"10504","38598","集"
"10505","38599","雇"
"10506","38600","雈"
"10507","38603","雋"
"10508","38636","雬"
"10509","38638","雮"
"10510","38639","雯"
"10511","38640","雰"
"10512","38641","雱"
"10513","38642","雲"
"10514","38643","雳"
"10515","38739","靓"
"10516","38740","靔"
"10517","38751","靟"
"10518","38763","靫"
"10519","38764","靬"
"10520","38765","靭"
"10521","38766","靮"
"10522","38767","靯"
"10523","38768","靰"
"10524","38769","靱"
"10525","38776","靸"
"10526","38860","韌"
"10527","38889","韩"
"10528","38894","韮"
"10529","38917","項"
"10530","38918","順"
"10531","38919","頇"
"10532","38920","須"
"10533","39049","颉"
"10534","39050","颊"
"10535","39051","颋"
"10536","39052","颌"
"10537","39053","颍"
"10538","39054","颎"
"10539","39055","颏"
"10540","39081","颩"
"10541","39082","颪"
"10542","39123","飓"
"10543","39143","飧"
"10544","39144","飨"
"10545","39145","飩"
"10546","39146","飪"
"10547","39147","飫"
"10548","39149","飭"
"10549","39151","飯"
"10550","39152","飰"
"10551","39154","飲"
"10552","39303","馇"
"10553","39304","馈"
"10554","39305","馉"
"10555","39306","馊"
"10556","39307","馋"
"10557","39341","馭"
"10558","39342","馮"
"10559","39575","骗"
"10560","39576","骘"
"10561","39577","骙"
"10562","39578","骚"
"10563","39579","骛"
"10564","39594","骪"
"10565","39595","骫"
"10566","39596","骬"
"10567","39597","骭"
"10568","39598","骮"
"10569","39648","髠"
"10570","39741","鬽"
"10571","40063","鱿"
"10572","40064","鲀"
"10573","40065","鲁"
"10574","40066","鲂"
"10575","40067","鲃"
"10576","40166","鳦"
"10577","40513","鹁"
"10578","40514","鹂"
"10579","40515","鹃"
"10580","40516","鹄"
"10581","40517","鹅"
"10582","40518","鹆"
"10583","40519","鹇"
"10584","40520","鹈"
"10585","40653","黍"
"10586","40657","黑"
"10587","40697","黹"
"10588","40715","鼋"
"10589","40718","鼎"
"10590","40834","龂"
"10591","20098","亂"
"10592","20099","亃"
"10593","20100","亄"
"10594","20150","亶"
"10595","20151","亷"
"10596","20650","傪"
"10597","20651","傫"
"10598","20652","催"
"10599","20653","傭"
"10600","20654","傮"
"10601","20655","傯"
"10602","20656","傰"
"10603","20657","傱"
"10604","20659","傳"
"10605","20660","傴"
"10606","20661","債"
"10607","20662","傶"
"10608","20663","傷"
"10609","20664","傸"
"10610","20665","傹"
"10611","20666","傺"
"10612","20667","傻"
"10613","20668","傼"
"10614","20669","傽"
"10615","20670","傾"
"10616","20671","傿"
"10617","20672","僀"
"10618","20673","僁"
"10619","20674","僂"
"10620","20676","僄"
"10621","20677","僅"
"10622","20678","僆"
"10623","20679","僇"
"10624","20680","僈"
"10625","20681","僉"
"10626","20683","僋"
"10627","20684","僌"
"10628","20685","働"
"10629","20687","像"
"10630","20697","僙"
"10631","20833","兡"
"10632","20862","兾"
"10633","20863","兿"
"10634","20951","凗"
"10635","21111","剷"
"10636","21112","剸"
"10637","21113","剹"
"10638","21114","剺"
"10639","21115","剻"
"10640","21116","剼"
"10641","21117","剽"
"10642","21118","剾"
"10643","21119","剿"
"10644","21216","勠"
"10645","21217","勡"
"10646","21218","勢"
"10647","21219","勣"
"10648","21220","勤"
"10649","21222","勦"
"10650","21223","勧"
"10651","21267","匓"
"10652","21295","匯"
"10653","21376","厀"
"10654","21377","厁"
"10655","21418","厪"
"10656","21472","叠"
"10657","21901","喍"
"10658","21951","喿"
"10659","21952","嗀"
"10660","21953","嗁"
"10661","21954","嗂"
"10662","21955","嗃"
"10663","21956","嗄"
"10664","21957","嗅"
"10665","21958","嗆"
"10666","21959","嗇"
"10667","21960","嗈"
"10668","21961","嗉"
"10669","21962","嗊"
"10670","21963","嗋"
"10671","21964","嗌"
"10672","21965","嗍"
"10673","21966","嗎"
"10674","21968","嗐"
"10675","21969","嗑"
"10676","21970","嗒"
"10677","21971","嗓"
"10678","21972","嗔"
"10679","21973","嗕"
"10680","21976","嗘"
"10681","21977","嗙"
"10682","21978","嗚"
"10683","21979","嗛"
"10684","21980","嗜"
"10685","21981","嗝"
"10686","21984","嗠"
"10687","21985","嗡"
"10688","21987","嗣"
"10689","21988","嗤"
"10690","21989","嗥"
"10691","21990","嗦"
"10692","21991","嗧"
"10693","21992","嗨"
"10694","21993","嗩"
"10695","21994","嗪"
"10696","21995","嗫"
"10697","21996","嗬"
"10698","21997","嗭"
"10699","21998","嗮"
"10700","21999","嗯"
"10701","22000","嗰"
"10702","22001","嗱"
"10703","22002","嗲"
"10704","22003","嗳"
"10705","22005","嗵"
"10706","22006","嗶"
"10707","22007","嗷"
"10708","22008","嗸"
"10709","22009","嗹"
"10710","22012","嗼"
"10711","22047","嘟"
"10712","22057","嘩"
"10713","22289","圑"
"10714","22290","園"
"10715","22291","圓"
"10716","22292","圔"
"10717","22293","圕"
"10718","22589","堽"
"10719","22601","塉"
"10720","22603","塋"
"10721","22604","塌"
"10722","22605","塍"
"10723","22606","塎"
"10724","22607","塏"
"10725","22608","塐"
"10726","22609","塑"
"10727","22610","塒"
"10728","22611","塓"
"10729","22613","塕"
"10730","22614","塖"
"10731","22615","塗"
"10732","22616","塘"
"10733","22617","塙"
"10734","22618","塚"
"10735","22619","塛"
"10736","22620","塜"
"10737","22621","塝"
"10738","22622","塞"
"10739","22625","塡"
"10740","22626","塢"
"10741","22627","塣"
"10742","22628","塤"
"10743","22629","塥"
"10744","22631","塧"
"10745","22632","塨"
"10746","22633","塩"
"10747","22634","塪"
"10748","22635","填"
"10749","22636","塬"
"10750","22638","塮"
"10751","22639","塯"
"10752","22640","塰"
"10753","22641","塱"
"10754","22643","塳"
"10755","22651","塻"
"10756","22670","墎"
"10757","22675","墓"
"10758","22711","墷"
"10759","22780","壼"
"10760","22782","壾"
"10761","22818","夢"
"10762","22886","奦"
"10763","23216","媰"
"10764","23217","媱"
"10765","23218","媲"
"10766","23219","媳"
"10767","23220","媴"
"10768","23221","媵"
"10769","23223","媷"
"10770","23224","媸"
"10771","23225","媹"
"10772","23226","媺"
"10773","23227","媻"
"10774","23228","媼"
"10775","23229","媽"
"10776","23230","媾"
"10777","23232","嫀"
"10778","23233","嫁"
"10779","23235","嫃"
"10780","23236","嫄"
"10781","23238","嫆"
"10782","23239","嫇"
"10783","23240","嫈"
"10784","23241","嫉"
"10785","23242","嫊"
"10786","23243","嫋"
"10787","23244","嫌"
"10788","23245","嫍"
"10789","23246","嫎"
"10790","23248","嫐"
"10791","23249","嫑"
"10792","23250","嫒"
"10793","23251","嫓"
"10794","23252","嫔"
"10795","23263","嫟"
"10796","23275","嫫"
"10797","23279","嫯"
"10798","23301","嬅"
"10799","23307","嬋"
"10800","23412","孴"
"10801","23414","孶"
"10802","23510","寖"
"10803","23511","寗"
"10804","23512","寘"
"10805","23513","寙"
"10806","23514","寚"
"10807","23515","寛"
"10808","23516","寜"
"10809","23517","寝"
"10810","23518","寞"
"10811","23583","尟"
"10812","23584","尠"
"10813","23602","尲"
"10814","23604","尴"
"10815","23882","嵊"
"10816","23902","嵞"
"10817","23903","嵟"
"10818","23904","嵠"
"10819","23905","嵡"
"10820","23906","嵢"
"10821","23907","嵣"
"10822","23908","嵤"
"10823","23909","嵥"
"10824","23910","嵦"
"10825","23911","嵧"
"10826","23912","嵨"
"10827","23913","嵩"
"10828","23914","嵪"
"10829","23917","嵭"
"10830","23918","嵮"
"10831","23920","嵰"
"10832","23921","嵱"
"10833","23922","嵲"
"10834","23924","嵴"
"10835","23925","嵵"
"10836","23926","嵶"
"10837","23941","嶅"
"10838","24138","幊"
"10839","24139","幋"
"10840","24140","幌"
"10841","24141","幍"
"10842","24142","幎"
"10843","24143","幏"
"10844","24144","幐"
"10845","24149","幕"
"10846","24153","幙"
"10847","24185","幹"
"10848","24261","廅"
"10849","24263","廇"
"10850","24264","廈"
"10851","24265","廉"
"10852","24268","廌"
"10853","24269","廍"
"10854","24274","廒"
"10855","24275","廓"
"10856","24277","廕"
"10857","24338","弒"
"10858","24383","弿"
"10859","24384","彀"
"10860","24385","彁"
"10861","24386","彂"
"10862","24387","彃"
"10863","24409","彙"
"10864","24410","彚"
"10865","24430","彮"
"10866","24492","徬"
"10867","24493","徭"
"10868","24494","微"
"10869","24495","徯"
"10870","24496","徰"
"10871","24819","想"
"10872","24823","惷"
"10873","24833","愁"
"10874","24834","愂"
"10875","24838","愆"
"10876","24840","愈"
"10877","24845","愍"
"10878","24847","意"
"10879","24855","愗"
"10880","24857","愙"
"10881","24858","愚"
"10882","24859","愛"
"10883","24863","感"
"10884","24873","愩"
"10885","24874","愪"
"10886","24875","愫"
"10887","24877","愭"
"10888","24878","愮"
"10889","24879","愯"
"10890","24880","愰"
"10891","24881","愱"
"10892","24884","愴"
"10893","24885","愵"
"10894","24886","愶"
"10895","24887","愷"
"10896","24889","愹"
"10897","24892","愼"
"10898","24893","愽"
"10899","24894","愾"
"10900","24896","慀"
"10901","24899","慃"
"10902","24900","慄"
"10903","24902","慆"
"10904","24904","慈"
"10905","24905","慉"
"10906","24906","慊"
"10907","24909","慍"
"10908","24910","慎"
"10909","24911","慏"
"10910","24913","慑"
"10911","24916","慔"
"10912","24928","慠"
"10913","24933","慥"
"10914","24937","慩"
"10915","24938","慪"
"10916","25123","戣"
"10917","25124","戤"
"10918","25125","戥"
"10919","25126","戦"
"10920","25541","揅"
"10921","25575","揧"
"10922","25579","揫"
"10923","25585","揱"
"10924","25606","搆"
"10925","25607","搇"
"10926","25608","搈"
"10927","25609","搉"
"10928","25610","搊"
"10929","25611","搋"
"10930","25612","搌"
"10931","25613","損"
"10932","25614","搎"
"10933","25615","搏"
"10934","25616","搐"
"10935","25617","搑"
